index,name,n_atoms,DFT_energy_pa,M3G_energy_pa,energy_residual,energy_MAE,force_MAE,force_RMSE,force_max_err,stress_MAE,stress_RMSE,stress_normal_MAE,stress_normal_RMSE,stress_res_xx,stress_res_yy,stress_res_zz,stress_res_yz,stress_res_xz,stress_res_xy
3948,structure_4552.xyz,67,-8.562327216119403,-8.575284587803171,-0.012957371683768315,0.012957371683768315,0.12992695358303338,0.18469306795697998,0.7723532319068909,0.00664976869605501,0.008178024158195595,0.011359837837517262,0.011369067951568685,0.010997813194990158,0.011075673624873161,0.012006026692688465,-0.002017073089518817,0.002953883493319154,0.0008481420809403062
3949,structure_4553.xyz,67,-8.566329124328357,-8.577306035739273,-0.010976911410915946,0.010976911410915946,0.11637961710562761,0.1681096633358967,0.776138499379158,0.005283504549879581,0.006285555239872741,0.008532319217920303,0.00858338646286241,0.007473312318325043,0.009747356176376343,0.008376289159059525,-0.0017513733328087255,0.003496455610729754,-0.0008562407019780949
3950,structure_4554.xyz,70,-8.596704986857143,-8.603375244140626,-0.006670257283483139,0.006670257283483139,0.10409280121497583,0.13072630274796895,0.5067846824822482,0.006099402021713256,0.008587947768676798,0.011152884120292583,0.012075848867104028,0.007546701790943189,0.01768942426497233,0.00822252630496223,-0.0006965509305700834,0.0021076698582191966,-0.0003335389806125022
3951,structure_4555.xyz,69,-8.589544013913043,-8.599122862884963,-0.00957884897191974,0.00957884897191974,0.1059348474583304,0.14574204886005665,0.680904921144247,0.006423392504075309,0.008986227634706804,0.012526867755999168,0.012703302775687604,0.010530734900385141,0.015445563942193985,0.011604304425418377,0.0002726422608247958,-0.00014153389201965183,-0.0005455756036099046
3952,structure_4556.xyz,70,-8.596705030285714,-8.603376116071429,-0.006671085785715292,0.006671085785715292,0.10410364591222052,0.130735840364351,0.506519812712213,0.006099973477157998,0.008588482777033035,0.011154240236161664,0.012076567385583614,0.007550568912847666,0.017688915595499566,0.008223236200137762,-0.0006948679774723132,0.0021089998572847435,-0.0003332523197059345
3953,structure_4557.xyz,69,-8.589767299130436,-8.599112248075182,-0.009344948944745468,0.009344948944745468,0.10660538570355041,0.14644423668548845,0.6826261281967163,0.006182822932411606,0.008697849775732404,0.012065617678066095,0.012296449542907335,0.009870138019323349,0.015358856064267457,0.010967858950607479,0.00035522969847079366,-0.00014415293117053807,-0.0004007019306300208
3954,structure_4558.xyz,70,-8.596705041142858,-8.603376116071429,-0.006671074928570775,0.006671074928570775,0.10410586843991473,0.13073170075371565,0.5064259722130373,0.006094747260760869,0.008582026210939848,0.011144171339992681,0.012067364650789413,0.007537808849065186,0.017679023995015086,0.008215681175897771,-0.0006955531434869044,0.0021094674949608816,-0.0003309489061393833
3955,structure_4559.xyz,66,-8.600107450151514,-8.594772801254734,0.00533464889677937,0.00533464889677937,0.07464381606632513,0.09702972829956208,0.29811832727864385,0.001084856392689441,0.0017708755357886733,0.0020428267307579517,0.002497469221989971,-0.0005342834629118443,0.003975885920226574,-0.001618310809135437,2.148220119124744e-06,-0.0003163453561683127,-6.216458757535293e-05
3956,structure_456.xyz,70,-8.57567369057143,-8.5931396484375,-0.017465957866070525,0.017465957866070525,0.11925323734910004,0.16476485566206725,0.71815752889961,0.007565391272388903,0.010750264057104919,0.014893484534695745,0.0152001205935612,0.012566525663714856,0.019184362812666222,0.012929565127706155,0.00047669837294961326,9.974013664759696e-06,-0.00022522164363181219
3957,structure_4560.xyz,69,-8.589815283913042,-8.598979562952898,-0.009164279039856282,0.009164279039856282,0.1076295376223625,0.14717811151844207,0.6888365149497986,0.0060615477329217056,0.008562337857377833,0.011828461031351859,0.012104930424596157,0.009503950655926019,0.015414094843436033,0.010567337594693527,0.0004280217908672057,-0.00017032513278536499,-0.0002855563798220828
3958,structure_4561.xyz,70,-8.596705059285714,-8.603375244140626,-0.006670184854911554,0.006670184854911554,0.10410423939793938,0.13073225965975294,0.506457312949351,0.006099196723904281,0.008586900150581299,0.011151475099391442,0.012074176665913169,0.00754833209998651,0.017686812361716875,0.008219280836470944,-0.0006973162091981067,0.0021106660218492834,-0.0003327728142039632
3959,structure_4562.xyz,70,-8.59670506,-8.603375244140626,-0.006670184140626034,0.006670184140626034,0.10410165756772932,0.13072766407313965,0.5063462556136074,0.0060958902426714685,0.008583097687266887,0.011146412934910662,0.012068854190938881,0.007541276509073214,0.017679131648947077,0.008218830646711694,-0.0006953594506740046,0.002110184096636658,-0.00033055910398616106
3960,structure_4563.xyz,66,-8.597511507424242,-8.594772801254734,0.0027387061695076653,0.0027387061695076653,0.07531289468565176,0.0979523189342282,0.3034497519256547,0.0010830640033911247,0.0018846102407619179,0.0020470979313055673,0.002658823153772494,-0.0002618539147078991,0.0043281628750264645,-0.0015512770041823387,2.5227107016689843e-06,-0.0003180804956173233,-3.6487020111053425e-05
3961,structure_4564.xyz,69,-8.589968778695653,-8.59909278759058,-0.009124008894927371,0.009124008894927371,0.10792608507672675,0.14757831094900656,0.6831702627241611,0.006202217467337808,0.0087749674416286,0.012123131387246152,0.012404983953747097,0.0097829470760189,0.01579574655625038,0.010790700529469177,0.00043914482739637606,-9.153678547590971e-06,-0.0003956121363444254
3962,structure_4565.xyz,70,-8.596705060571429,-8.603376116071429,-0.006671055500000023,0.006671055500000023,0.1040925723762874,0.13071806628823268,0.506312829478702,0.006098182950201665,0.008584810063605956,0.011148099996717065,0.012071051125513736,0.007545836904569114,0.017683467285564802,0.008214995800017277,-0.0007010990077560564,0.0021122384940781558,-0.00033146020922458774
