effective_type,x,y,covered_before,covered_by_selected,covered_after
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00720,0.06649404,0.061019462,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00724,0.066229805,0.060826108,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00728,0.070666514,0.06327267,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00732,0.055678893,0.050477251,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00736,0.062095664,0.057206877,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00740,0.050826259,0.077438556,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00744,0.065598257,0.059677456,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00748,0.077805944,0.091645397,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00752,0.05934656,0.061706316,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00756,0.068842947,0.06439998,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00760,0.066443622,0.060558658,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00764,0.066549458,0.060607396,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00768,0.066846207,0.060288049,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00772,0.057282042,0.071134217,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00776,0.081739232,0.044023465,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00780,0.066271044,0.060913131,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00784,0.069788173,0.061770771,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00788,0.065424234,0.054548025,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00792,0.065378852,0.060313124,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00796,0.065477908,0.060259178,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00800,0.096765935,0.066688329,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00804,0.088833608,0.058433253,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00808,0.089606434,0.05875992,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00812,0.09011735,0.061212432,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00816,0.085793279,0.05850713,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00820,0.0751132,0.067833245,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00824,0.07312306,0.063319303,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00828,0.071478076,0.066310748,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00832,0.058681708,0.0057218666,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00836,0.080820791,0.051182382,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00840,0.087830506,0.058243193,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00844,0.090985917,0.059426222,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00848,0.08797314,0.058401581,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00852,0.094434895,0.055748183,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00856,0.093889944,0.055475358,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00860,0.10029972,0.048089948,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00864,0.088564217,0.058749638,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00868,0.089109197,0.064505026,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00872,0.088530838,0.064194456,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00876,0.07612101,0.075502895,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00880,0.091317654,0.060589999,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00884,0.088206634,0.058305968,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00888,0.079231873,0.070426293,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00892,0.087674044,0.05699325,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00896,0.088063218,0.058364853,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00900,0.064517848,0.053863607,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00904,0.072188571,0.055568881,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00908,0.059967544,0.067771032,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00912,0.063870288,0.060248021,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00916,0.039740536,0.060546242,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00920,0.068440005,0.061563265,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00924,0.083378509,0.044877782,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00928,0.068277054,0.061290212,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00932,0.080760315,0.051906154,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00936,0.1019478,0.040672515,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00940,0.068223707,0.061047621,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00944,0.05538762,0.071104631,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00948,0.069264546,0.056465775,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00952,0.051852822,0.069784544,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00956,0.06797906,0.060556985,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00960,0.079221986,0.075053334,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00964,0.070768371,0.062327061,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00968,0.065483019,0.057427283,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00972,0.076231055,0.066301726,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00976,0.082039513,0.076417588,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00980,0.061104447,0.053865444,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00984,0.072246201,0.061910748,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00988,0.068057008,0.061263118,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00992,0.063823238,0.077907376,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim00996,0.062574491,0.076805435,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01000,0.094931021,0.03294123,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01004,0.082266077,0.05146892,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01008,0.0891238,0.032820925,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01012,0.079685211,0.04954879,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01016,0.09577363,0.042047832,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01020,0.099854112,0.049007732,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01024,0.077065542,0.024328453,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01028,0.079329059,0.049458008,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01032,0.066786394,0.059312008,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01036,0.063344762,0.058032833,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01040,0.079602636,0.04985084,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01044,0.079596117,0.049735777,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01048,0.056110088,0.050703887,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01052,0.07954143,0.049823392,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01056,0.079656415,0.050934087,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01060,0.095058501,0.032825839,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01064,0.094976269,0.032806836,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01068,0.083549038,0.022740848,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01072,0.079508275,0.049816083,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01076,0.068243787,0.018628297,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01080,0.086019456,0.057397172,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01084,0.078096457,0.049128056,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01088,0.081152245,0.051960796,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01092,0.079993851,0.049758445,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01096,0.079430632,0.048943728,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01100,0.083443537,0.075323708,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01104,0.08368811,0.075564452,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01108,0.082135417,0.075112522,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01112,0.083551332,0.075867385,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01116,0.08288122,0.075666755,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01120,0.08372774,0.075499833,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01124,0.083798848,0.075481206,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01128,0.083577633,0.075840019,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01132,0.084533066,0.08180929,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01136,0.060653623,0.071584195,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01140,0.070985436,0.080582075,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01144,0.098073073,0.09149915,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01148,0.08775416,0.07763873,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01152,0.082502827,0.072510026,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01156,0.075573824,0.066225223,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01160,0.075451463,0.066370666,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01164,0.08436738,0.075235359,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01168,0.067383781,0.091178678,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01172,0.064978696,0.080234654,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01176,0.064591587,0.079526946,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01180,0.083309121,0.075351492,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01184,0.083407268,0.075186834,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01188,0.071870781,0.044151373,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01192,0.082185037,0.070098281,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01196,0.083763167,0.080727272,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01200,0.073987074,0.062052067,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01204,0.075434238,0.066612035,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01208,0.11113399,0.046792444,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01212,0.073484637,0.060239524,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01216,0.073333859,0.06668096,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01220,0.077179343,0.066311471,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01224,0.075908311,0.065958023,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01228,0.078457244,0.071731322,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01232,0.086025856,0.07665889,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01236,0.076657213,0.067883015,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01240,0.076781139,0.067985922,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01244,0.068202458,0.058703244,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01248,0.076867022,0.067401543,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01252,0.071963474,0.064561509,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01256,0.064629667,0.075075157,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01260,0.085586317,0.080179259,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01264,0.080460884,0.062831365,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01268,0.075513229,0.066701107,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01272,0.085672215,0.080543242,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01276,0.075911447,0.066857912,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01280,0.07565096,0.066990674,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01284,0.074643925,0.066090561,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01288,0.06290777,0.076992385,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01292,0.075546734,0.066837013,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01296,0.074768104,0.065139823,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01300,0.0767482,0.068163104,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01304,0.079630069,0.067283891,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01308,0.082011767,0.079254515,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01312,0.063191995,0.035633489,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01316,0.074591458,0.067618169,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01320,0.074844383,0.066670917,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01324,0.082378022,0.067376226,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01328,0.084160209,0.056509856,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01332,0.074094839,0.064219445,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01336,0.061291106,0.057124708,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01340,0.087195031,0.056277126,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01344,0.070462257,0.065529145,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01348,0.05017218,0.065949418,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01352,0.074889712,0.066379972,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01356,0.079400897,0.067687586,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01360,0.057850134,0.045212526,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01364,0.065096557,0.053130917,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01368,0.063221231,0.052318741,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01372,0.04000866,0.052193016,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01376,0.046779931,0.088103294,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01380,0.078210048,0.06871254,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01384,0.062090956,0.076728001,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01388,0.082391895,0.074651301,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01392,0.071646474,0.066016287,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01396,0.069377929,0.059137508,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01400,0.043792278,0.036355972,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01404,0.04278611,0.034492262,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01408,0.06700097,0.036746312,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01412,0.044719469,0.039385155,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01416,0.054577406,0.052893549,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01420,0.058065102,0.046831138,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01424,0.063999958,0.035957567,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01428,0.063682005,0.035881843,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01432,0.064569376,0.036512028,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01436,0.080944315,0.030539695,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01440,0.064574301,0.036086705,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01444,0.072386168,0.044542324,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01448,0.06429144,0.036141295,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01452,0.068591006,0.038442023,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01456,0.068513297,0.038401943,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01460,0.073609591,0.025679298,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01464,0.073396869,0.024716012,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01468,0.074301772,0.0052812407,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01472,0.045838963,0.043013018,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01476,0.089009069,0.036759704,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01480,0.060296599,0.058031302,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01484,0.064010508,0.03606936,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01488,0.065290421,0.037197623,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01492,0.058805149,0.033447541,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01496,0.059122559,0.033584379,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01500,0.057870489,0.045149855,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01504,0.069703184,0.059855793,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01508,0.056470312,0.027806487,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01512,0.067757316,0.058564339,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01516,0.044914529,0.074710004,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01520,0.075352922,0.066641383,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01524,0.078854904,0.067010008,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01528,0.075274833,0.066460267,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01532,0.090573847,0.049693312,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01536,0.090945013,0.050153837,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01540,0.057708491,0.075592659,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01544,0.074175432,0.064891294,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01548,0.073526941,0.065016933,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01552,0.075579777,0.066789106,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01556,0.075537533,0.067353994,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01560,0.067711845,0.05893831,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01564,0.081440218,0.049189955,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01568,0.090721041,0.042553011,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01572,0.072307974,0.089960471,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01576,0.075673342,0.066740632,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01580,0.068379238,0.054170292,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01584,0.065554924,0.053328555,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01588,0.065363012,0.05305155,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01592,0.075247087,0.066819407,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01596,0.075450785,0.066800304,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01600,0.071617529,0.061136872,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01604,0.067578793,0.058737386,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01608,0.071754955,0.060935725,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01612,0.083242752,0.085639104,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01616,0.084330894,0.085887268,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01620,0.092913441,0.059502412,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01624,0.088883579,0.056056827,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01628,0.094745085,0.060029119,0,1,1
r3.0:Fe:cn13:CCFeFeFeFeFeFeFeFeFeFeFe:sim01632,0.085447438,0.067832552,0,1,1
