rank,source,source_idx,n_envs
3920,probe,3245,82
3921,probe,3269,91
3922,probe,3321,78
3923,probe,3324,73
3924,probe,3339,62
3925,probe,3344,77
3926,probe,3462,69
3927,probe,3464,69
3928,probe,3489,65
3929,probe,3495,70
3930,probe,3502,67
3931,probe,3506,80
3932,probe,3549,68
3933,probe,3556,62
3934,probe,3557,64
3935,probe,3570,77
3936,phase2,740,108
3937,phase2,822,105
3938,phase2,875,70
3939,phase2,907,109
3940,phase2,1087,109
3941,phase2,1290,116
3942,phase2,1438,108
3943,phase2,1622,79
3944,phase2,1667,81
3945,phase2,1910,75
3946,phase2,1944,77
3947,phase2,1951,118
3948,phase2,2078,83
3949,phase2,2169,86
3950,phase2,2201,76
3951,phase2,2299,75
3952,phase2,2531,82
3953,phase2,2707,95
3954,phase2,2955,71
3955,phase2,2991,80
3956,phase2,3166,78
3957,phase2,3208,44
3958,phase2,3361,76
3959,phase2,3373,83
3960,phase2,3419,67
3961,phase2,3866,98
3962,phase2,4110,106
3963,phase2,4230,106
3964,phase2,4412,103
3965,phase2,4560,67
3966,phase2,4866,85
3967,phase2,4956,88
3968,phase2,5140,78
3969,phase2,5142,78
3970,phase2,5292,86
3971,phase2,5364,82
3972,phase2,5372,70
3973,phase2,5562,74
3974,phase2,5590,107
3975,phase2,5713,70
3976,phase2,5744,67
3977,phase2,5968,72
3978,phase2,6082,79
3979,phase2,6335,104
3980,phase2,6432,109
3981,phase2,6750,74
3982,phase2,6887,80
3983,phase2,6984,90
3984,phase2,7006,80
3985,phase2,7098,87
3986,phase2,7662,104
3987,phase2,8195,70
3988,phase2,8196,98
3989,phase2,8206,101
3990,phase2,8253,97
3991,phase2,8340,70
3992,phase2,8472,83
3993,phase2,8589,73
3994,phase2,8673,81
3995,phase2,8806,77
3996,phase2,8893,108
3997,phase2,8899,95
3998,phase2,8983,65
3999,phase2,9070,108
4000,phase2,9082,130
4001,phase2,9171,95
4002,phase2,9268,88
4003,phase2,9274,69
4004,phase2,9428,89
4005,phase2,9629,79
4006,phase2,10410,88
4007,phase2,10433,84
4008,phase2,10608,99
4009,phase2,10697,68
4010,phase2,10733,107
4011,phase2,10840,99
4012,phase2,10843,77
4013,phase2,10920,57
4014,phase2,10976,66
4015,phase2,10995,86
4016,phase2,10998,66
4017,phase2,11093,118
4018,phase2,11136,74
4019,phase2,11488,65
4020,phase2,11925,82
4021,phase2,11927,86
4022,phase2,12049,67
4023,phase2,12145,83
4024,phase2,12211,94
4025,phase2,12264,81
4026,phase2,12333,56
4027,phase2,12937,77
4028,phase2,12967,75
4029,phase2,13102,82
4030,phase2,13808,89
4031,phase2,13906,76
4032,phase2,14078,93
4033,phase2,14165,75
4034,phase2,14196,96
4035,phase2,14414,69
4036,phase2,14433,90
4037,phase2,14597,86
4038,phase2,15049,104
4039,phase2,15516,85
4040,phase2,15656,110
4041,phase2,15873,81
4042,phase2,16121,105
4043,phase2,16262,98
4044,phase2,16329,93
4045,phase2,16740,82
4046,phase2,16999,71
4047,phase2,17090,110
4048,phase2,17103,113
4049,phase2,17293,73
4050,phase2,17297,86
4051,phase2,17776,64
4052,phase2,17799,90
4053,phase2,18025,80
4054,phase2,18091,121
4055,phase2,18191,50
4056,phase2,18262,72
4057,phase2,18548,101
4058,phase2,18624,78
4059,phase2,18891,84
4060,phase2,19154,87
4061,phase2,19237,86
4062,phase2,19295,85
4063,phase2,19501,96
4064,phase2,19565,84
4065,phase2,19765,82
4066,phase2,19949,79
4067,phase2,19984,85
4068,phase2,19995,68
4069,probe,997,78
4070,probe,1117,76
4071,probe,1385,83
4072,probe,1522,78
4073,probe,1556,91
4074,probe,1699,73
4075,probe,1814,70
4076,probe,1819,70
4077,probe,1836,66
4078,probe,1840,64
4079,probe,1862,89
4080,probe,2077,79
4081,probe,2080,66
4082,probe,2085,69
4083,probe,2086,66
4084,probe,2088,67
4085,probe,2129,72
4086,probe,2142,79
4087,probe,2182,56
4088,probe,2185,78
4089,probe,2208,58
4090,probe,2215,63
4091,probe,2217,63
4092,probe,2252,65
4093,probe,2254,67
4094,probe,2337,90
4095,probe,2388,93
4096,probe,2398,92
4097,probe,2407,71
4098,probe,2421,87
4099,probe,2450,92
4100,probe,2473,82
4101,probe,2595,69
4102,probe,2599,58
4103,probe,2605,72
4104,probe,2627,61
4105,probe,2644,74
4106,probe,2718,66
4107,probe,2731,68
4108,probe,2735,76
4109,probe,2744,78
4110,probe,2749,75
4111,probe,2758,69
4112,probe,2763,75
4113,probe,2776,80
4114,probe,2785,70
4115,probe,2787,79
4116,probe,2806,71
4117,probe,2811,78
4118,probe,2848,60
4119,probe,2858,58
4120,probe,2867,66
4121,probe,2870,65
4122,probe,2881,69
4123,probe,2883,65
4124,probe,2887,59
4125,probe,2889,68
4126,probe,2899,79
4127,probe,2906,66
4128,probe,2912,65
4129,probe,2935,69
4130,probe,2959,62
4131,probe,3009,71
4132,probe,3059,85
4133,probe,3080,91
4134,probe,3088,92
4135,probe,3134,96
4136,probe,3139,78
4137,probe,3144,75
4138,probe,3159,102
4139,probe,3168,109
4140,probe,3179,79
4141,probe,3311,65
4142,probe,3325,60
4143,probe,3332,62
4144,probe,3333,71
4145,probe,3345,48
4146,probe,3346,74
4147,probe,3386,73
4148,probe,3389,70
4149,probe,3394,70
4150,probe,3474,71
4151,probe,3482,70
4152,probe,3486,75
4153,probe,3487,73
4154,probe,3490,59
4155,probe,3496,71
4156,probe,3538,70
4157,probe,3559,75
4158,probe,3560,67
4159,probe,3562,83
4160,probe,3567,88
4161,phase2,732,64
4162,phase2,768,20
4163,phase2,789,112
4164,phase2,848,63
4165,phase2,1226,38
4166,phase2,1314,66
4167,phase2,1338,86
4168,phase2,1343,98
4169,phase2,1393,104
4170,phase2,1505,68
4171,phase2,1508,89
4172,phase2,1693,73
4173,phase2,1873,73
4174,phase2,1977,84
4175,phase2,2079,85
4176,phase2,2095,114
4177,phase2,2636,90
4178,phase2,2657,83
4179,phase2,3159,78
4180,phase2,3581,84
4181,phase2,3586,67
4182,phase2,3686,74
4183,phase2,4008,101
4184,phase2,4134,59
4185,phase2,4158,79
4186,phase2,4358,112
4187,phase2,4529,108
4188,phase2,4842,72
4189,phase2,5296,107
4190,phase2,5352,65
4191,phase2,5407,84
4192,phase2,5531,92
4193,phase2,5836,84
4194,phase2,5841,93
4195,phase2,5973,82
4196,phase2,6469,88
4197,phase2,6508,69
4198,phase2,6813,86
4199,phase2,7025,84
4200,phase2,7416,61
4201,phase2,7505,87
4202,phase2,7625,97
4203,phase2,7966,91
4204,phase2,8279,103
4205,phase2,8498,84
4206,phase2,9084,74
4207,phase2,9369,91
4208,phase2,9386,73
4209,phase2,9512,85
4210,phase2,9814,80
4211,phase2,10171,81
4212,phase2,10186,81
4213,phase2,10270,89
4214,phase2,10406,110
4215,phase2,10417,74
4216,phase2,10558,86
4217,phase2,10654,82
4218,phase2,10745,113
4219,phase2,10873,85
4220,phase2,10999,73
4221,phase2,11012,67
4222,phase2,11046,72
4223,phase2,11091,72
4224,phase2,11414,85
4225,phase2,11580,107
4226,phase2,11841,80
4227,phase2,11947,103
4228,phase2,12001,58
4229,phase2,12152,94
4230,phase2,12208,73
4231,phase2,12411,80
4232,phase2,12430,72
4233,phase2,12449,68
4234,phase2,12576,97
4235,phase2,12719,99
4236,phase2,12833,93
4237,phase2,12884,87
4238,phase2,12979,95
4239,phase2,12991,77
4240,phase2,13369,66
4241,phase2,13505,109
4242,phase2,13527,73
4243,phase2,13878,96
4244,phase2,13897,87
4245,phase2,13991,92
4246,phase2,14037,125
4247,phase2,14290,80
4248,phase2,14487,86
4249,phase2,14595,73
4250,phase2,14832,75
4251,phase2,14894,85
4252,phase2,14980,31
4253,phase2,15158,65
4254,phase2,15194,88
4255,phase2,15280,86
4256,phase2,15434,81
4257,phase2,15537,73
4258,phase2,15955,80
4259,phase2,15999,76
4260,phase2,16454,108
4261,phase2,16465,89
4262,phase2,16495,120
4263,phase2,16666,110
4264,phase2,16699,85
4265,phase2,17035,100
4266,phase2,17053,80
4267,phase2,17072,85
4268,phase2,17195,69
4269,phase2,17258,91
4270,phase2,17299,67
4271,phase2,17322,76
4272,phase2,17661,68
4273,phase2,17807,81
4274,phase2,17822,78
4275,phase2,17837,73
4276,phase2,18004,113
4277,phase2,18022,63
4278,phase2,18398,99
4279,phase2,18474,110
4280,phase2,18481,102
4281,phase2,18717,104
4282,phase2,18846,87
4283,phase2,19212,73
4284,phase2,19436,82
4285,phase2,19497,82
4286,phase2,19781,74
4287,phase2,19921,80
4288,phase2,19961,79
4289,probe,1382,86
4290,probe,1523,67
4291,probe,1805,75
4292,probe,1806,78
4293,probe,1810,82
4294,probe,1826,73
4295,probe,1831,55
4296,probe,1832,64
4297,probe,1834,66
4298,probe,2072,65
4299,probe,2083,70
4300,probe,2090,61
4301,probe,2123,75
4302,probe,2151,73
4303,probe,2155,76
4304,probe,2167,69
4305,probe,2183,70
4306,probe,2184,73
4307,probe,2202,56
4308,probe,2204,60
4309,probe,2206,60
4310,probe,2213,64
4311,probe,2214,61
4312,probe,2229,58
4313,probe,2238,59
4314,probe,2243,59
4315,probe,2291,89
4316,probe,2357,94
4317,probe,2362,88
4318,probe,2396,81
4319,probe,2405,73
4320,probe,2411,78
4321,probe,2501,69
4322,probe,2506,72
4323,probe,2594,64
4324,probe,2621,36
4325,probe,2629,69
4326,probe,2649,71
4327,probe,2652,65
4328,probe,2746,82
4329,probe,2751,68
4330,probe,2756,45
4331,probe,2761,70
4332,probe,2765,73
4333,probe,2773,68
4334,probe,2775,73
4335,probe,2802,76
4336,probe,2818,62
4337,probe,2821,53
4338,probe,2830,62
4339,probe,2831,59
4340,probe,2833,53
4341,probe,2836,63
4342,probe,2838,61
4343,probe,2856,63
4344,probe,2865,64
4345,probe,2868,58
4346,probe,2872,61
4347,probe,2880,65
4348,probe,2907,65
4349,probe,2909,66
4350,probe,2920,70
4351,probe,2922,65
4352,probe,2923,66
4353,probe,2931,68
4354,probe,2952,64
4355,probe,2974,66
4356,probe,3039,75
4357,probe,3043,87
4358,probe,3047,69
4359,probe,3082,103
4360,probe,3085,102
4361,probe,3131,98
4362,probe,3133,85
4363,probe,3161,90
4364,probe,3171,89
4365,probe,3190,64
4366,probe,3201,110
4367,probe,3209,91
4368,probe,3246,85
4369,probe,3251,85
4370,probe,3480,71
4371,probe,3505,54
4372,probe,3534,51
4373,probe,3554,71
4374,phase2,859,63
4375,phase2,889,82
4376,phase2,981,111
4377,phase2,1000,65
4378,phase2,1062,87
4379,phase2,1113,82
4380,phase2,1127,80
4381,phase2,1176,98
4382,phase2,1252,62
4383,phase2,1460,95
4384,phase2,1493,74
4385,phase2,1653,103
4386,phase2,1709,95
4387,phase2,1774,89
4388,phase2,1788,76
4389,phase2,1839,79
4390,phase2,1850,105
4391,phase2,2016,40
4392,phase2,2164,62
4393,phase2,2175,13
4394,phase2,2179,67
4395,phase2,2289,72
4396,phase2,2325,67
4397,phase2,2400,70
4398,phase2,2416,70
4399,phase2,2606,92
4400,phase2,2689,86
4401,phase2,2828,68
4402,phase2,2890,93
4403,phase2,2940,67
4404,phase2,3031,114
4405,phase2,3102,81
4406,phase2,3107,67
4407,phase2,3110,91
4408,phase2,3138,81
4409,phase2,3292,80
4410,phase2,3293,59
4411,phase2,3370,91
4412,phase2,3386,76
4413,phase2,3450,57
4414,phase2,3617,76
4415,phase2,3782,77
4416,phase2,3830,68
4417,phase2,4038,83
4418,phase2,4046,78
4419,phase2,4168,57
4420,phase2,4219,68
4421,phase2,4314,81
4422,phase2,4320,68
4423,phase2,4360,62
4424,phase2,4498,100
4425,phase2,4743,84
4426,phase2,4748,86
4427,phase2,4775,64
4428,phase2,4953,59
4429,phase2,5071,104
4430,phase2,5072,110
4431,phase2,5237,76
4432,phase2,5246,69
4433,phase2,5307,69
4434,phase2,5353,71
4435,phase2,5464,64
4436,phase2,5555,67
4437,phase2,5759,105
4438,phase2,5844,110
4439,phase2,6118,74
4440,phase2,6213,84
4441,phase2,6226,63
4442,phase2,6231,69
4443,phase2,6240,66
4444,phase2,6253,82
4445,phase2,6258,74
4446,phase2,6288,94
4447,phase2,6396,83
4448,phase2,6467,81
4449,phase2,6485,86
4450,phase2,6520,89
4451,phase2,6645,91
4452,phase2,6808,99
4453,phase2,6991,52
4454,phase2,7099,61
4455,phase2,7155,71
4456,phase2,7173,88
4457,phase2,7204,91
4458,phase2,7249,107
4459,phase2,7307,78
4460,phase2,7453,84
4461,phase2,7485,86
4462,phase2,7530,86
4463,phase2,7846,84
4464,phase2,7863,81
4465,phase2,7927,90
4466,phase2,8024,81
4467,phase2,8121,85
4468,phase2,8177,79
4469,phase2,8247,62
4470,phase2,8256,93
4471,phase2,8297,103
4472,phase2,8461,101
4473,phase2,8470,64
4474,phase2,8507,82
4475,phase2,8730,95
4476,phase2,8771,82
4477,phase2,8818,101
4478,phase2,8925,112
4479,phase2,9188,68
4480,phase2,9231,74
4481,phase2,9320,95
4482,phase2,9334,79
4483,phase2,9338,82
4484,phase2,9554,82
4485,phase2,9866,83
4486,phase2,10071,78
4487,phase2,10279,86
4488,phase2,10349,82
4489,phase2,10434,103
4490,phase2,10514,103
4491,phase2,10578,51
4492,phase2,10711,106
4493,phase2,10795,109
4494,phase2,10832,66
4495,phase2,11002,64
4496,phase2,11004,81
4497,phase2,11123,100
4498,phase2,11284,80
4499,phase2,11287,92
4500,phase2,11368,69
4501,phase2,11407,99
4502,phase2,11471,100
4503,phase2,11672,82
4504,phase2,11713,104
4505,phase2,11714,66
4506,phase2,11776,67
4507,phase2,11828,85
4508,phase2,11852,79
4509,phase2,11861,80
4510,phase2,12196,87
4511,phase2,12235,64
4512,phase2,12238,92
4513,phase2,12285,75
4514,phase2,12452,68
4515,phase2,12485,119
4516,phase2,12632,109
4517,phase2,12799,81
4518,phase2,12880,86
4519,phase2,13071,92
4520,phase2,13233,71
4521,phase2,13312,89
4522,phase2,13419,95
4523,phase2,13484,95
4524,phase2,13557,77
4525,phase2,13563,82
4526,phase2,13644,81
4527,phase2,13650,71
4528,phase2,13790,77
4529,phase2,13828,91
4530,phase2,13850,69
4531,phase2,13909,75
4532,phase2,13924,95
4533,phase2,13988,85
4534,phase2,14242,92
4535,phase2,14360,126
4536,phase2,14450,105
4537,phase2,14462,67
4538,phase2,14499,83
4539,phase2,14508,68
4540,phase2,14548,85
4541,phase2,14688,103
4542,phase2,14693,75
4543,phase2,14768,89
4544,phase2,14851,95
4545,phase2,14871,69
4546,phase2,14888,102
4547,phase2,14899,70
4548,phase2,14918,65
4549,phase2,14936,86
4550,phase2,15021,83
4551,phase2,15179,80
4552,phase2,15263,63
4553,phase2,15581,70
4554,phase2,15591,75
4555,phase2,15711,107
4556,phase2,15870,70
4557,phase2,16183,74
4558,phase2,16199,88
4559,phase2,16273,96
4560,phase2,16344,90
4561,phase2,16462,77
4562,phase2,16588,63
4563,phase2,16672,100
4564,phase2,16755,101
4565,phase2,16960,85
4566,phase2,17111,112
4567,phase2,17447,71
4568,phase2,17464,80
4569,phase2,17541,69
4570,phase2,17599,25
4571,phase2,17891,45
4572,phase2,17908,114
4573,phase2,17986,66
4574,phase2,18084,88
4575,phase2,18404,87
4576,phase2,18661,76
4577,phase2,18865,54
4578,phase2,18902,83
4579,phase2,18976,77
4580,phase2,19020,79
4581,phase2,19043,98
4582,phase2,19072,113
4583,phase2,19172,72
4584,phase2,19240,71
4585,phase2,19337,86
4586,phase2,19341,98
4587,phase2,19385,68
4588,phase2,19418,82
4589,phase2,19445,64
4590,phase2,19747,80
4591,phase2,19884,65
4592,phase2,19977,71
4593,probe,1747,8
4594,probe,1752,49
4595,probe,1824,71
4596,probe,1846,66
4597,probe,1885,84
4598,probe,2078,75
4599,probe,2092,69
4600,probe,2198,74
4601,probe,2207,65
4602,probe,2225,54
4603,probe,2228,60
4604,probe,2256,68
4605,probe,2341,69
4606,probe,2370,106
4607,probe,2427,78
4608,probe,2507,66
4609,probe,2520,65
4610,probe,2606,30
4611,probe,2632,64
4612,probe,2641,70
4613,probe,2656,63
4614,probe,2657,69
4615,probe,2755,73
4616,probe,2762,71
4617,probe,2779,78
4618,probe,2781,68
4619,probe,2783,76
4620,probe,2786,67
4621,probe,2797,62
4622,probe,2799,75
4623,probe,2800,67
4624,probe,2803,69
4625,probe,2809,77
4626,probe,2822,54
4627,probe,2828,58
4628,probe,2832,58
4629,probe,2834,54
4630,probe,2840,63
4631,probe,2849,62
4632,probe,2852,62
4633,probe,2855,62
4634,probe,2888,62
4635,probe,2900,50
4636,probe,2904,55
4637,probe,2925,67
4638,probe,2938,56
4639,probe,2957,63
4640,probe,2960,60
4641,probe,2967,63
4642,probe,2970,65
4643,probe,3107,83
4644,probe,3186,81
4645,probe,3310,90
4646,probe,3317,77
4647,probe,3422,66
4648,probe,3475,60
4649,probe,3494,61
4650,probe,3510,34
4651,probe,3520,49
4652,phase2,763,65
4653,phase2,794,103
4654,phase2,814,67
4655,phase2,827,36
4656,phase2,840,63
4657,phase2,841,72
4658,phase2,857,108
4659,phase2,880,67
4660,phase2,896,79
4661,phase2,921,104
4662,phase2,953,42
4663,phase2,969,98
4664,phase2,1029,48
4665,phase2,1040,114
4666,phase2,1091,97
4667,phase2,1093,112
4668,phase2,1133,83
4669,phase2,1158,71
4670,phase2,1218,76
4671,phase2,1222,101
4672,phase2,1315,104
4673,phase2,1344,108
4674,phase2,1455,86
4675,phase2,1457,105
4676,phase2,1530,62
4677,phase2,1559,87
4678,phase2,1593,61
4679,phase2,1612,75
4680,phase2,1649,71
4681,phase2,1665,71
4682,phase2,1676,78
4683,phase2,1678,86
4684,phase2,1679,96
4685,phase2,1688,58
4686,phase2,1689,60
4687,phase2,1735,69
4688,phase2,1749,90
4689,phase2,1772,85
4690,phase2,1777,60
4691,phase2,1796,107
4692,phase2,1835,63
4693,phase2,2003,86
4694,phase2,2014,80
4695,phase2,2020,60
4696,phase2,2061,77
4697,phase2,2101,22
4698,phase2,2117,70
4699,phase2,2170,96
4700,phase2,2229,47
4701,phase2,2244,69
4702,phase2,2306,30
4703,phase2,2476,93
4704,phase2,2532,80
4705,phase2,2540,96
4706,phase2,2545,105
4707,phase2,2583,90
4708,phase2,2627,87
4709,phase2,2630,66
4710,phase2,2634,92
4711,phase2,2667,87
4712,phase2,2709,82
4713,phase2,2903,102
4714,phase2,2915,89
4715,phase2,3125,66
4716,phase2,3140,87
4717,phase2,3171,63
4718,phase2,3285,68
4719,phase2,3329,73
4720,phase2,3364,94
4721,phase2,3405,30
4722,phase2,3447,64
4723,phase2,3454,83
4724,phase2,3484,82
4725,phase2,3507,72
4726,phase2,3568,84
4727,phase2,3585,65
4728,phase2,3609,74
4729,phase2,3659,117
4730,phase2,3691,82
4731,phase2,3699,70
4732,phase2,3823,99
4733,phase2,3838,70
4734,phase2,3839,67
4735,phase2,3895,87
4736,phase2,3900,53
4737,phase2,3911,83
4738,phase2,3998,70
4739,phase2,4009,77
4740,phase2,4221,45
4741,phase2,4242,102
4742,phase2,4248,95
4743,phase2,4286,101
4744,phase2,4338,79
4745,phase2,4406,75
4746,phase2,4462,62
4747,phase2,4466,85
4748,phase2,4592,93
4749,phase2,4596,119
4750,phase2,4651,110
4751,phase2,4657,66
4752,phase2,4764,98
4753,phase2,4769,85
4754,phase2,4777,79
4755,phase2,4782,78
4756,phase2,4838,85
4757,phase2,4886,24
4758,phase2,4980,103
4759,phase2,4986,56
4760,phase2,4990,115
4761,phase2,4994,59
4762,phase2,5025,51
4763,phase2,5077,67
4764,phase2,5078,75
4765,phase2,5113,101
4766,phase2,5148,93
4767,phase2,5180,77
4768,phase2,5210,63
4769,phase2,5263,60
4770,phase2,5413,58
4771,phase2,5422,84
4772,phase2,5434,62
4773,phase2,5444,75
4774,phase2,5454,94
4775,phase2,5486,102
4776,phase2,5507,95
4777,phase2,5515,59
4778,phase2,5572,69
4779,phase2,5574,75
4780,phase2,5588,72
4781,phase2,5623,64
4782,phase2,5691,65
4783,phase2,5741,66
4784,phase2,5771,84
4785,phase2,5807,77
4786,phase2,5809,118
4787,phase2,5828,111
4788,phase2,5853,81
4789,phase2,5855,69
4790,phase2,6199,70
4791,phase2,6257,91
4792,phase2,6306,65
4793,phase2,6312,58
4794,phase2,6329,79
4795,phase2,6343,90
4796,phase2,6382,55
4797,phase2,6536,70
4798,phase2,6540,101
4799,phase2,6620,90
4800,phase2,6627,68
4801,phase2,6647,64
4802,phase2,6689,79
4803,phase2,6691,95
4804,phase2,6781,108
4805,phase2,6830,84
4806,phase2,6864,81
4807,phase2,6912,80
4808,phase2,6965,62
4809,phase2,7004,76
4810,phase2,7065,74
4811,phase2,7086,73
4812,phase2,7120,95
4813,phase2,7226,82
4814,phase2,7245,96
4815,phase2,7270,93
4816,phase2,7280,99
4817,phase2,7394,91
4818,phase2,7406,79
4819,phase2,7455,63
4820,phase2,7480,74
4821,phase2,7564,34
4822,phase2,7661,93
4823,phase2,7727,68
4824,phase2,7780,94
4825,phase2,7890,105
4826,phase2,7902,78
4827,phase2,7998,70
4828,phase2,8040,105
4829,phase2,8041,106
4830,phase2,8043,30
4831,phase2,8083,101
4832,phase2,8113,68
4833,phase2,8116,103
4834,phase2,8178,66
4835,phase2,8282,39
4836,phase2,8312,66
4837,phase2,8389,108
4838,phase2,8450,89
4839,phase2,8467,88
4840,phase2,8488,75
4841,phase2,8522,87
4842,phase2,8628,60
4843,phase2,8663,95
4844,phase2,8707,72
4845,phase2,8709,89
4846,phase2,8715,89
4847,phase2,8720,64
4848,phase2,8737,106
4849,phase2,8748,83
4850,phase2,8843,84
4851,phase2,8885,89
4852,phase2,9010,77
4853,phase2,9053,108
4854,phase2,9278,104
4855,phase2,9303,97
4856,phase2,9312,83
4857,phase2,9471,70
4858,phase2,9506,26
4859,phase2,9584,90
4860,phase2,9612,79
4861,phase2,9633,79
4862,phase2,9650,63
4863,phase2,9687,77
4864,phase2,9735,88
4865,phase2,9738,61
4866,phase2,9739,84
4867,phase2,9774,43
4868,phase2,9872,71
4869,phase2,9911,42
4870,phase2,9979,104
4871,phase2,10078,63
4872,phase2,10079,92
4873,phase2,10087,66
4874,phase2,10291,80
4875,phase2,10319,82
4876,phase2,10344,77
4877,phase2,10466,85
4878,phase2,10478,81
4879,phase2,10537,70
4880,phase2,10610,64
4881,phase2,10672,81
4882,phase2,10727,86
4883,phase2,10768,71
4884,phase2,10860,92
4885,phase2,10908,61
4886,phase2,10928,68
4887,phase2,11016,71
4888,phase2,11087,71
4889,phase2,11189,65
4890,phase2,11214,112
4891,phase2,11241,36
4892,phase2,11272,68
4893,phase2,11317,85
4894,phase2,11433,60
4895,phase2,11436,53
4896,phase2,11808,60
4897,phase2,11866,62
4898,phase2,11871,82
4899,phase2,11895,69
4900,phase2,11960,77
4901,phase2,12007,84
4902,phase2,12059,103
4903,phase2,12361,102
4904,phase2,12556,63
4905,phase2,12678,64
4906,phase2,12688,92
4907,phase2,12711,81
4908,phase2,12805,66
4909,phase2,12863,81
4910,phase2,12865,78
4911,phase2,13055,69
4912,phase2,13057,45
4913,phase2,13143,59
4914,phase2,13151,66
4915,phase2,13204,67
4916,phase2,13247,75
4917,phase2,13335,100
4918,phase2,13338,106
4919,phase2,13404,106
4920,phase2,13491,103
4921,phase2,13595,98
4922,phase2,13680,70
4923,phase2,13709,92
4924,phase2,13722,76
4925,phase2,14058,96
4926,phase2,14107,63
4927,phase2,14116,68
4928,phase2,14141,86
4929,phase2,14169,76
4930,phase2,14301,91
4931,phase2,14709,106
4932,phase2,14863,87
4933,phase2,14945,83
4934,phase2,15022,93
4935,phase2,15034,121
4936,phase2,15106,72
4937,phase2,15167,85
4938,phase2,15183,101
4939,phase2,15206,68
4940,phase2,15224,76
4941,phase2,15474,89
4942,phase2,15584,63
4943,phase2,15609,107
4944,phase2,15659,65
4945,phase2,15768,72
4946,phase2,15781,82
4947,phase2,15942,71
4948,phase2,15982,67
4949,phase2,16030,64
4950,phase2,16050,93
4951,phase2,16064,115
4952,phase2,16105,69
4953,phase2,16140,73
4954,phase2,16372,64
4955,phase2,16451,88
4956,phase2,16458,83
4957,phase2,16658,88
4958,phase2,16715,67
4959,phase2,16744,87
4960,phase2,16929,79
4961,phase2,16943,91
4962,phase2,16944,65
4963,phase2,16989,65
4964,phase2,16997,95
4965,phase2,17029,109
4966,phase2,17034,36
4967,phase2,17036,69
4968,phase2,17172,70
4969,phase2,17414,81
4970,phase2,17470,107
4971,phase2,17548,121
4972,phase2,17556,93
4973,phase2,17564,88
4974,phase2,17618,86
4975,phase2,17744,67
4976,phase2,17755,82
4977,phase2,17798,66
4978,phase2,17851,83
4979,phase2,17894,64
4980,phase2,17930,83
4981,phase2,18040,89
4982,phase2,18074,66
4983,phase2,18133,93
4984,phase2,18141,73
4985,phase2,18146,58
4986,phase2,18185,99
4987,phase2,18323,73
4988,phase2,18409,112
4989,phase2,18443,87
4990,phase2,18484,75
4991,phase2,18655,78
4992,phase2,18896,92
4993,phase2,18909,91
4994,phase2,19124,77
4995,phase2,19137,60
4996,phase2,19184,60
4997,phase2,19251,103
4998,phase2,19349,91
4999,phase2,19487,99
5000,phase2,19500,93
5001,phase2,19616,80
5002,phase2,19742,94
5003,phase2,19775,81
5004,phase2,19823,74
5005,phase2,19826,85
5006,phase2,19846,105
5007,phase2,19890,92
5008,phase2,19899,72
5009,phase2,19906,69
5010,phase2,19940,93
5011,phase2,19950,70
5012,phase2,19951,68
5013,phase2,19970,78
5014,phase2,19971,63
5015,probe,1394,84
5016,probe,1788,78
5017,probe,1801,73
5018,probe,1849,26
5019,probe,2089,66
5020,probe,2194,74
5021,probe,2199,59
5022,probe,2227,59
5023,probe,2231,59
5024,probe,2232,62
5025,probe,2250,60
5026,probe,2336,72
5027,probe,2367,79
5028,probe,2426,61
5029,probe,2444,89
5030,probe,2504,79
5031,probe,2609,27
5032,probe,2620,57
5033,probe,2622,60
5034,probe,2626,68
5035,probe,2628,79
5036,probe,2638,63
5037,probe,2647,66
5038,probe,2648,70
5039,probe,2771,69
5040,probe,2790,67
5041,probe,2795,67
5042,probe,2817,43
5043,probe,2823,54
5044,probe,2824,53
5045,probe,2826,54
5046,probe,2829,58
5047,probe,2842,59
5048,probe,2844,61
5049,probe,2845,64
5050,probe,2863,60
5051,probe,2871,61
5052,probe,2879,62
5053,probe,2891,69
5054,probe,2897,54
5055,probe,2898,59
5056,probe,2903,62
5057,probe,2933,66
5058,probe,2936,64
5059,probe,2939,56
5060,probe,2963,65
5061,probe,2965,59
5062,probe,3177,59
5063,probe,3184,87
5064,probe,3272,87
5065,probe,3491,65
5066,probe,3501,75
5067,probe,3508,66
5068,probe,3535,45
5069,probe,3537,47
5070,probe,3541,66
5071,probe,3542,50
5072,probe,3545,18
5073,probe,3561,28
5074,phase2,707,67
5075,phase2,721,72
5076,phase2,728,69
5077,phase2,731,82
5078,phase2,733,91
5079,phase2,751,89
5080,phase2,753,80
5081,phase2,771,60
5082,phase2,781,62
5083,phase2,791,43
5084,phase2,803,89
5085,phase2,833,79
5086,phase2,851,93
5087,phase2,852,84
5088,phase2,858,74
5089,phase2,861,21
5090,phase2,866,93
5091,phase2,870,66
5092,phase2,879,78
5093,phase2,900,86
5094,phase2,901,78
5095,phase2,927,51
5096,phase2,945,68
5097,phase2,970,57
5098,phase2,980,26
5099,phase2,1001,55
5100,phase2,1004,63
5101,phase2,1050,83
5102,phase2,1068,95
5103,phase2,1082,70
5104,phase2,1100,72
5105,phase2,1110,91
5106,phase2,1117,49
5107,phase2,1119,89
5108,phase2,1162,85
5109,phase2,1166,40
5110,phase2,1170,65
5111,phase2,1174,64
5112,phase2,1228,62
5113,phase2,1245,89
5114,phase2,1276,94
