source,source_idx,reason
large_file,349,rejected_by_BondFilter_min_interatomic_distance
large_file,350,rejected_by_BondFilter_min_interatomic_distance
large_file,351,rejected_by_BondFilter_min_interatomic_distance
large_file,352,rejected_by_BondFilter_min_interatomic_distance
large_file,353,rejected_by_BondFilter_min_interatomic_distance
large_file,354,rejected_by_BondFilter_min_interatomic_distance
large_file,355,rejected_by_BondFilter_min_interatomic_distance
large_file,356,rejected_by_BondFilter_min_interatomic_distance
large_file,357,rejected_by_BondFilter_min_interatomic_distance
large_file,358,rejected_by_BondFilter_min_interatomic_distance
large_file,359,rejected_by_BondFilter_min_interatomic_distance
large_file,360,rejected_by_BondFilter_min_interatomic_distance
large_file,361,rejected_by_BondFilter_min_interatomic_distance
large_file,362,rejected_by_BondFilter_min_interatomic_distance
large_file,363,rejected_by_BondFilter_min_interatomic_distance
large_file,364,rejected_by_BondFilter_min_interatomic_distance
large_file,365,rejected_by_BondFilter_min_interatomic_distance
large_file,366,rejected_by_BondFilter_min_interatomic_distance
large_file,367,rejected_by_BondFilter_min_interatomic_distance
large_file,368,rejected_by_BondFilter_min_interatomic_distance
large_file,369,rejected_by_BondFilter_min_interatomic_distance
large_file,370,rejected_by_BondFilter_min_interatomic_distance
large_file,371,rejected_by_BondFilter_min_interatomic_distance
large_file,372,rejected_by_BondFilter_min_interatomic_distance
large_file,373,rejected_by_BondFilter_min_interatomic_distance
large_file,374,rejected_by_BondFilter_min_interatomic_distance
large_file,375,rejected_by_BondFilter_min_interatomic_distance
large_file,376,rejected_by_BondFilter_min_interatomic_distance
large_file,377,rejected_by_BondFilter_min_interatomic_distance
large_file,378,rejected_by_BondFilter_min_interatomic_distance
large_file,379,rejected_by_BondFilter_min_interatomic_distance
large_file,380,rejected_by_BondFilter_min_interatomic_distance
large_file,381,rejected_by_BondFilter_min_interatomic_distance
large_file,382,rejected_by_BondFilter_min_interatomic_distance
large_file,383,rejected_by_BondFilter_min_interatomic_distance
large_file,384,rejected_by_BondFilter_min_interatomic_distance
large_file,385,rejected_by_BondFilter_min_interatomic_distance
large_file,386,rejected_by_BondFilter_min_interatomic_distance
large_file,387,rejected_by_BondFilter_min_interatomic_distance
large_file,388,rejected_by_BondFilter_min_interatomic_distance
large_file,389,rejected_by_BondFilter_min_interatomic_distance
large_file,390,rejected_by_BondFilter_min_interatomic_distance
large_file,391,rejected_by_BondFilter_min_interatomic_distance
large_file,392,rejected_by_BondFilter_min_interatomic_distance
large_file,393,rejected_by_BondFilter_min_interatomic_distance
large_file,394,rejected_by_BondFilter_min_interatomic_distance
large_file,395,rejected_by_BondFilter_min_interatomic_distance
large_file,396,rejected_by_BondFilter_min_interatomic_distance
large_file,397,rejected_by_BondFilter_min_interatomic_distance
large_file,398,rejected_by_BondFilter_min_interatomic_distance
large_file,399,rejected_by_BondFilter_min_interatomic_distance
large_file,400,rejected_by_BondFilter_min_interatomic_distance
large_file,401,rejected_by_BondFilter_min_interatomic_distance
large_file,402,rejected_by_BondFilter_min_interatomic_distance
large_file,403,rejected_by_BondFilter_min_interatomic_distance
large_file,404,rejected_by_BondFilter_min_interatomic_distance
large_file,405,rejected_by_BondFilter_min_interatomic_distance
large_file,406,rejected_by_BondFilter_min_interatomic_distance
large_file,407,rejected_by_BondFilter_min_interatomic_distance
large_file,408,rejected_by_BondFilter_min_interatomic_distance
large_file,409,rejected_by_BondFilter_min_interatomic_distance
